Run!	Spring!
The police shut down Tom’s lemonade stand.	Polisen stängde Toms lemonadstånd.
The prisoner was behind bars for two months.	Fången var bakom galler i två månader.
The teacher interpreted the sentence for us.	Läraren tolkade meningen åt oss.
The weather is bound to get better tomorrow.	Vädret ska bli bättre imorgon.
There is an urgent need for blood donations.	Det finns ett akut behov av bloddonationer.
There were no radios in Japan in those days.	Det fanns inga radioapparater i Japan på den tiden.
There's a Swedish embassy in Washington D.C.	Det finns en svensk ambassad i Washington D.C.
They had no beards, no hair and no eyebrows.	De hade inga skägg, inget hår och inga ögonbryn.
They never did what they said they would do.	De gjorde aldrig det de sa att de skulle göra.
They talked me into staying a little longer.	De övertalade mig att stanna ett tag till.
This book is to me what the Bible is to you.	Den här boken är för mig vad Bibeln är för dig.
This monument was erected in February, 1985.	Det här monumentet restes i februari 1985.
Tom is going to stay for another three days.	Tom kommer att stanna i tre dagar till.
Tom is going to stay for another three days.	Tom stannar i tre dagar till.
Tom is really interested in Greek mythology.	Tom är väldigt intresserad av grekisk mytologi.
Tom just wants a muffin and a cup of coffee.	Tom vill bara ha en muffins och en kopp kaffe.
Tom often eats scrambled eggs for breakfast.	Tom äter ofta äggröra till frukost.
Tom poured some milk in a bowl for his cats.	Tom hällde upp lite mjölk i en skål till sina katter.
Tom thinks Mary may have an eating disorder.	Tom tror att Mary kan ha en ätstörning.
Tom will stay with us for a couple of weeks.	Tom kommer att bo hos oss ett par veckor.
Tom's birthday was the day before yesterday.	Toms födelsedag var i förrgår.
We've been without power for three days now.	Vi har varit strömlösa i tre dagar nu.
What percentage of marriages end in divorce?	Hur stor procent av alla giftermål slutar med skilsmässa?
Who cares whether Tom eats egg yolks or not.	Vem bryr sig om Tom äter äggulor eller inte.
Won't you please write with a ballpoint pen?	Kan du inte skriva med kulspetspenna?
You can't enter here unless you have a pass.	Du får inte komma in här om du inte har ett pass.
You must have me confused with someone else.	Du måste ha blandat ihop mig med någon annan.
You shouldn't judge others on how they look.	Du borde inte döma folk efter utseendet.
You shouldn't judge others on how they look.	Man ska inte döma folk efter utseendet.
A job is not merely a means to earn a living.	Ett jobb är inte enbart ett sätt att försörja sig.
Did Tom say how long Mary would be in Boston?	Sa Tom hur länge Mary skulle vara i Boston?
Few things give us as much pleasure as music.	Få saker ger oss så mycket nöje som musik.
He is always finding fault with other people.	Han anmärker alltid på andra människor.
He played golf every day during his vacation.	Han spelade golf varje dag under semestern.
He promised me to come by five at the latest.	Han lovade mig att komma förbi senast fem.
He promised me to come by five at the latest.	Han lovade mig att titta förbi senast fem.
He's always saying bad things about his wife.	Han säger alltid elaka saker om sin fru.
How long did it take him to write this novel?	Hur lång tid tog det honom att skriva den här romanen?
How long did it take him to write this novel?	Hur lång tid tog det honom att skriva denna roman?
How many subscribers does this magazine have?	Hur många prenumeranter har den här tidskriften?
I am hungry because I did not have breakfast.	Jag är hungrig eftersom jag inte åt frukost.
I can't remember exactly where I put my keys.	Jag minns inte exakt var jag la nycklarna.
I can't remember exactly where I put my keys.	Jag kommer inte ihåg exakt var jag la nycklarna.
I don't know if he will visit us next Sunday.	Jeg vet inte om han kommer att besöka oss nästa söndag.
I haven't seen anything of him for some time.	Jag har inte sett av honom på ett tag.
I know that Mary is more beautiful than I am.	Jag vet att Mary är vackrare än jag är.
I never imagined I'd feel this way about you.	Jag kunde inte föreställa mig att jag skulle känna såhär för dig.
I only found out about it purely by accident.	Jag fick reda på det av en ren händelse.
I thought Tom would stay overnight in Boston.	Jag trodde att Tom skulle sova över i Boston.
I took it for granted that you would join us.	Jag tog för givet att du skulle ansluta dig till oss.
I went to Europe by way of the United States.	Jag åkte till Europa via USA.
I wish I had learned French when I was a kid.	Jag önskar att jag hade lärt mig franska som barn.
I wonder if there's enough food for everyone.	Jag undrar om det finns tillräckligt med mat åt alla.
I'm confident that I'll win the tennis match.	Jag är säker på att jag kommer vinna tennismatchen.
I'm going to work during the spring vacation.	Jag ska arbeta under sportlovet.
I'm looking for someone to fall in love with.	Jag letar efter någon att förälska mig i.
I'm looking for someone to fall in love with.	Jag söker efter någon att förälska mig i.
I'm sorry to have caused you so much trouble.	Förlåt att jag har orsakat dig så mycket besvär.
I'm trying hard, but can't think of her name.	Jag tänker så det knakar, men jag kan inte komma på hennes namn.
I've never heard you complain about anything.	Jag har aldrig hört dig klaga på någonting.
If you don't want to sing, you don't have to.	Vill du inte sjunga, behöver du inte det.
If you don't want to sing, you don't have to.	Om du inte vill sjunga, behöver du inte det.
In 1891, Liliuokalani became queen of Hawaii.	1891 blev Liliuokalani Hawaiis drottning.
In that respect, I agree with you completely.	I det avseendet håller jag fullständigt med dig.
It's clear that he stole money from the safe.	Det är tydligt att han stal pengar från kassaskåpet.
It's clear that he stole money from the safe.	Det är tydligt att han stal pengar ur kassaskåpet.
It's not my opinion, but just my translation.	Det här är inte min åsikt, bara min översättning!
My house is in the northern part of the city.	Mitt hus ligger i norra delen av staden.
My parents came to the airport to see me off.	Mina föräldrar följde med till flygplatsen för att vinka av mig
Nuclear weapons are a threat to all humanity.	Kärnvapen är ett hot mot hela mänskligheten.
Rabbits are related to beavers and squirrels.	Kaniner är besläktade med bävrar och ekorrar.
She picked out a pink shirt for me to try on.	Hon valde ut en rosa skjorta för mig att prova.
She said that they were good friends of hers.	Hon sa att de var goda vänner till henne.
Some boys play tennis and others play soccer.	En del pojkar spelar tennis och andra spelar fotboll.
Some burglars broke into my house last night.	Tjuvar bröt sig in i mitt hus i går kväll.
The actor’s career lasted for thirty years.	Skådespelarens karriär räckte trettio år.
The china was displayed in a special cabinet.	Porslinet ställdes ut i ett speciellt vitrinskåp.
The enemy flung fresh troops into the battle.	Fienden kastade in nya styrkor i slaget.
The grapes are so sour that I can't eat them.	Vindruvorna är så sura att jag inte kan äta dem.
The question was impossible for us to answer.	Frågan var omöjlig för oss att besvara.
The red umbrella reminded her of her grandma.	Det röda paraplyt påminde henne om sin farmor.
The red umbrella reminded her of her grandma.	Det röda paraplyt påminde henne om sin mormor.
The red umbrella reminded her of her grandma.	Det röda paraplyet påminde henne om hennes mormor.
The red umbrella reminded her of her grandma.	Det röda paraplyet påminde henne om hennes farmor.
The school is a half-mile walk from my house.	Skolan ligger en halv mils väg från mitt hus.
The school is a half-mile walk from my house.	Skolan ligger en halv mils promenad från mitt hus.
The walls in the old house were not straight.	Väggarna i det gamla huset var inte raka.
There are a lot of dustballs under the couch.	Under soffan finns många dammråttor.
There are a lot of dustballs under the couch.	Det finns många dammråttor under soffan.
There are people who read books to kill time.	Det finns folk som läser böcker för att slå ihjäl tid.
There is a TV remote control under the couch.	Det ligger en fjärrkontroll till tv:n under soffan.
They say that he has been dead for two years.	De säger att han har varit död i två år.
This hall is capable of holding 2,000 people.	Denna salen tar 2000 personer.
This is a tropical storm. It'll be over soon.	Det här är en tropisk storm. Den är snart över.
Tom asked if anyone knew anything about Mary.	Tom frågade om någon visste något om Mary.
Tom doesn't feel much like talking right now.	Tom känner inte för att prata just nu.
Tom got into the driver's seat and drove off.	Tom satte sig i förarsätet och körde iväg.
Tom has a bank account in the Cayman Islands.	Tom har ett bankkonto på Caymanöarna.
Tom is definitely not in a joking mood today.	Tom är definitivt inte på skämthumör idag.
Tom is lying. I didn't do what he says I did.	Tom ljuger. Jag gjorde inte det som han sa att jag gjorde.
Tom is the only man that Mary has ever loved.	Tom är den ende man som Mary någonsin har älskat.
Tom says that he's willing to do it for free.	Tom säger att han är villig att göra det gratis.
Tom seems to be unwilling to lower the price.	Tom verkar inte vilja sänka priset.
Tom's mother told him to go get his hair cut.	Toms mamma sa åt honom att klippa sig.
We have to defend our country at any expense.	Vi måste försvara vårt land till varje pris.
We have to put off the game till next Sunday.	Vi blir tvungna att skjuta upp matchen till nästa söndag.
We're meeting at the station at nine o'clock.	Vi ska mötas på stationen klockan nio.
Who took care of the dog while you were away?	Vem tog hand om hunden medan du var borta?
Who took care of the dog while you were away?	Vem tog hand om hunden medan ni var borta?
Why do you think that I'm thinking about you?	Varför tror du att jag tänker på dig?
Workaholics view holidays as a waste of time.	Arbetsnarkomaner ser semesterdagar som slöseri med tid.
Workaholics view holidays as a waste of time.	Arbetsnarkomaner ser semester som tidsslöseri.
You can always count on him in any emergency.	Du kan alltid räkna med honom i en nödsituation.
You have only one chance to answer correctly.	Du har bara en chans att svara rätt.
You seem to be enjoying this as much as I am.	Du verkar gilla det här lika mycket som jag.
You'd better not go out in this cold weather.	Du borde inte gå ut i den här kylan.
Your question is not relevant to the subject.	Din fråga hör inte till ämnet.
A pretty girl with black hair was in the park.	En vacker tjej med svart hår var i parken.
A pretty girl with black hair was in the park.	En vacker flicka med svart hår var i parken.
According to the news, he was eaten by sharks.	Enligt nyheterna blev han uppäten av hajar.
All future meetings will be held in this room.	Alla kommande möten kommer att hållas i detta rum.
An important quality of steel is its strength.	En av stålets viktiga egenskaper är dess hållfasthet.
As a matter of fact, he doesn't agree with me.	Faktum är att han inte håller med mig.
As far as I know, they always keep their word.	Så vitt jag vet håller de alltid sina löften.
As it turned out, he knew everything about me.	Det visade sig att han visste allt om mig.
Dinosaurs became extinct a very long time ago.	Dinosaurierna dog ut för en mycket lång tid sedan.
Do you know the reason why he cut class today?	Vet du varför han skolkade idag?
Do you know the reason why he cut class today?	Vet du anledningen till att han skolkade idag?
Don't put the wallet on the top of the heater.	Lägg inte plånboken ovanpå elementet.
Frankly, I'm not that impressed with his idea.	Ärligt talat, jag är inte särskilt imponerad av hans idée.
He broke his promise, which was a big mistake.	Han bröt sitt löfte, vilket var ett stort misstag.
He didn't know what to do with the extra food.	Han visste inte vad han skulle göra med den överblivna maten.
He got hurt seriously in the traffic accident.	Han skadades allvarligt i trafikolyckan.
He is always complaining about his low salary.	Han klagar jämt på sin låga lön.
He is in desperate search of further evidence.	Han är söker desperat efter fler bevis.
He is not always in the office in the morning.	Han är inte alltid på kontoret på morgonen.
He was kind enough to take me to the hospital.	Han var snäll nog att köra mig till sjukhuset.
He watched the horse race with his binoculars.	Han såg på kapplöpningen med sin kikare.
How do you come back from something like that?	Hur återhämtar man sig från någonting sådant?
How long do you intend to stay here in Brazil?	Hur länge tänker du stanna här i Brasilien?
How many games do you have in your collection?	Hur många spel har du i din samling?
I can't believe I'm talking to you about this.	Jag kan inte fatta att jag pratar med dig om det här.
I can't believe I'm talking to you about this.	Jag kan inte fatta att jag pratar med er om det här.
I did the washing while the baby was sleeping.	Jag tvättade medan spädbarnet sov.
I don't believe the child came to Tokyo alone.	Jag tror inte att ungen kom till Tokyo själv.
I don't understand what you are talking about.	Jag förstår inte vad du pratar om.
I go to the library two or three times a week.	Jag går till biblioteket två till tre gånger om veckan.
I go to the library two or three times a week.	Jag går till biblioteket två eller tre gånger i veckan.
I go to the library two or three times a week.	Jag går till biblioteket två till tre gånger per vecka.
I had to wait twenty minutes for the next bus.	Jag blev tvungen att vänta i tjugo minuter på nästa bus.
I have to lose weight, so I'm going on a diet.	Jag behöver gå ner i vikt, så jag håller på med en diet.
I like to think I know what I'm talking about.	Jag vill tro att jag vet vad jag pratar om.
I think you should tell Tom that you love him.	Du borde nog berätta för Tom att du älskar honom.
I think you should tell Tom that you love him.	Jag tycker att du borde berätta för Tom att du älskar honom.
I want to become a TV announcer in the future.	I framtiden vill jag bli en TV-presentatör.
I wasn't aware that you were feeling that bad.	Jag var inte medveten om att du mådde så dåligt.
I'll come straight to the point. You're fired.	Jag ska gå rakt på sak. Du får sparken.
I'm going to talk to Tom when he returns home.	Jag ska prata med Tom när han kommer hem.
I'm looking forward to seeing you next Sunday.	Jag ser fram emot att få träffa dig nästa söndag.
I'm tired of always having to do all the work.	Jag är trött på att alltid behöva göra allt arbete.
I've decided to answer all questions publicly.	Jag har beslutat mig för att svara på alla frågor offentligt.
In those days, few people could travel abroad.	På den tiden var det få som kunde resa utomlands.
In those days, few people could travel abroad.	På den tiden kunde få människor resa utomlands.
It doesn't necessarily mean that you're right.	Det behöver inte innebära att du har rätt.
It is pleasant to get up early in the morning.	Det är skönt att stiga upp tidigt.
It is sometimes hard to tell right from wrong.	Ibland är det svårt att skilja rätt från fel.
It is too difficult a problem for me to solve.	Det är ett för svårt problem för mig att lösa.
It'll take a few days to break in these shoes.	Det kommer att ta några dagar att gå in de här skorna.
Many companies advertise their products on TV.	Många företag gör reklam för sina produkter på tv.
My dream is to live peacefully in the village.	Min dröm är att leva fredfullt i byn.
Our new school building is under construction.	Vår nya skolbyggnad håller på att byggas.
Please turn down the volume a little bit more.	Snälla sänk volymen lite till.
Plutonium-239 has a half-life of 24,100 years.	Plutonium-239 har en halveringstid på 24 100 år.
She got on a bus and took a seat in the front.	Hon steg på bussen och satte sig långt fram.
She got on a bus and took a seat in the front.	Hon steg på bussen och tog plats långt fram.
She picked out the shoes that match the dress.	Hon valde skorna som passar till klänningen.
She picked out the shoes that match the dress.	Hon valde skorna som matchar klänningen.
She seems to be fond of talking about herself.	Hon verkar vara förtjust med att prata om sig själv.
Some are expensive, and others are very cheap.	Några är dyra medan andra är väldigt billiga.
Some people like coffee and others prefer tea.	Vissa gillar kaffe och andra gillar te.
Some people like coffee and others prefer tea.	Vissa tycker om kaffe och andra tycker om te.
Some people like coffee and others prefer tea.	Vissa människor gillar kaffe och andra människor gillar te.
The apples which he sent to me were delicious.	Äpplena han skickade mig var utsökta.
The game may have been put off till next week.	Matchen kan ha skjutits upp till nästa vecka.
The girl kindly told me the way to the museum.	Flickan var snäll och berättade vägen till museet.
The island is six times the size of Manhattan.	Ön är sex gånger Manhattans storlek.
The judge sentenced him to one year in prison.	Domaren dömde honom till ett års fängelse.
The second part of the book is set in England.	Den andra delen av boken utspelar sig i England.
The situation is a lot worse than we imagined.	Situationen är mycket värre än vi föreställt oss.
The situation is a lot worse than we imagined.	Situationen är mycket värre än vi hade föreställt oss.
The situation is a lot worse than we imagined.	Situationen är mycket värre än vad vi föreställt oss.
The storm had a serious effect on the economy.	Stormen fick allvarliga följder för ekonomin.
The teacher wrote something on the blackboard.	Läraren skrev någonting på svarta tavlan.
The world's largest zoo is in Berlin, Germany.	Världens största djurpark finns i Berlin, Tyskland.
There is no telling what may happen next year.	Det går inte att förutsäga vad som kommer hända nästa år.
There were few students left in the classroom.	Det var få elever kvar i klassrummet.
These factories are polluting the environment.	Dessa fabriker förorenar miljön.
This is the cutest baby that I have ever seen.	Det här är det sötaste spädbarnet jag någonsin har sett.
Tom added some interesting spices to the stew.	Tom tillsatte några intressanta kryddor i stuvningen.
Tom and Mary ate the whole cake by themselves.	Tom och Mary åt upp hela tårtan själva.
Tom and Mary ate the whole cake by themselves.	Tom och Mary åt upp hela kakan själva.
Tom devoted his whole life to studying sharks.	Tom ägnade hela sitt liv åt att studera hajar.
Tom didn't realize that he had made a mistake.	Tom förstod inte att han gjorde ett misstag.
Tom finished doing his homework before dinner.	Tom gjorde klart läxan innan kvällsmaten.
Tom has two sons. Both of them live in Boston.	Tom har två sönder. Bägge bor i Boston.
Tom looked deeply into Mary's eyes and smiled.	Tom tittade Mary djupt i ögonen och log.
Tom tries to write a new blog entry every day.	Tom försöker skriva ett nytt blogginlägg varje dag.
Unfortunately, Tom let the cat out of the bag.	Olyckligtvis släppte Tom ut katten ur säcken.
We are familiar with the legend of Robin Hood.	Vi känner till legenden om Robin Hood.
What time does the next train leave for Tokyo?	Hur dags går nästa tåg till Tokyo?
What will happen if there's power failure now?	Vad händer om det blir ett strömavbrott nu?
Which one do you prefer, this one or that one?	Vilken föredrar du? Den här eller den där?
While you drive, you should focus on the road.	Medan du kör, borde du ha fokus på vägen.
Will you look after our pets while we're away?	Kan du ta hand om våra husdjur medan vi är borta?
Will you look after our pets while we're away?	Kan ni ta hand om våra husdjur medan vi är borta?
You can't mistake him for his younger brother.	Det går inte att förväxla honom med hans lillebror.
You look tired, so you should go to bed early.	Du ser trött ut, så du borde gå och lägga dig tidigt.
You look tired, so you should go to bed early.	Ni ser trötta ut, så ni borde gå och lägga er tidigt.
You won't be able to talk Tom into doing that.	Du kommer inte kunna övertala Tom att göra det där.
You're the most beautiful girl I've ever seen.	Du är det vackraste flickan jag någonsin sett.
You're the only person I know who can help me.	Du är den enda person jag känner som kan hjälpa mig.
"Do you want to leave a message?" "No, thanks."	”Vill du lämna ett meddelande?” ”Nej, tack.”
A good teacher must be patient with his pupils.	En bra lärare måste vara tålmodig med sina elever.
A man who knows two languages is worth two men.	En man som kan två språk är värd två män.
A quarrel arose about what to do with the land.	Ett gräl uppstod om vad som man skulle göra med marken.
An angle of 90 degrees is called a right angle.	En 90-gradig vinkel kallas en rät vinkel.
Boston has grown rapidly in the last ten years.	Boston har vuxit i snabb takt de senaste tio åren.
Boston has grown rapidly in the last ten years.	Boston har vuxit snabbt de senaste tio åren.
Generally speaking, women live longer than men.	Generellt sett lever kvinnor längre än män.
Go wake Tom up and tell him breakfast is ready.	Väck Tom och säg att frukosten är färdig.
Go wake Tom up and tell him breakfast is ready.	Gå och väck Tom och säg att frukosten är färdig.
He came to New York in order to look for a job.	Han kom till New York för att söka jobb.
He decided to give up smoking once and for all.	Han bestämde sig för att en gång för alla sluta röka.
He gave a detailed description of the accident.	Han beskrev olyckan i detalj.
He makes mistakes every time he speaks English.	Han gör misstag varje gång han pratar engelska.
He won the first prize at the chess tournament.	Han vann första pris på schackturneringen.
How many engineers took part in the conference?	Hur många ingenjörer deltog i konferensen?
I didn't know how I should answer his question.	Jag visste inte hur jag skulle svara på hans fråga.
I didn't quite catch the name of that designer.	Jag uppfattade inte riktigt namnet på den där designern.
I hate women who say that all men are the same.	Jag avskyr kvinnor som säger att alla män är likadana.
I have to go shopping. I'll be back in an hour.	Jag måste gå och handla. Jag är tillbaka om en timme.
I like swimming, but I don't like to swim here.	Jag tycker om att simma, men inte här.
I saw a very interesting documentary yesterday.	Jag såg en väldigt intressant dokumentär igår.
I suggest we take it a little slower this time.	Jag föreslår att vi tar det lite långsammare den här gången.
I think that we have bought everything we need.	Jag tror att vi har köpt allt som vi behöver.
I think we picked the wrong person for the job.	Jag tror att vi valde fel person för jobbet.
I thought you were used to living in a trailer.	Jag trodde du var van vid att bo i husvagn.
I want you to tell me everything that happened.	Jag vill att du berättar allt som hände.
I want you to tell me everything that happened.	Jag vill att du berättar allting som hände.
I'm really tired. Today, I walked way too much.	Jag är riktigt trött. Idag gick jag alldeles för mycket.
If you're going to kill me, I want to know why.	Om du tänker döda mig så vill jag veta varför.
Is there something in particular that you want?	Är det något särskilt som du vill?
It is rumored there are treasures hidden there.	Det ryktas att det finns gömda skatter här.
It was not until yesterday that I got the news.	Det var inte förrän igår jag fick nyheterna.
It was not until yesterday that I got the news.	Det var inte förrän i går som jag nåddes av nyheten.
It was not until yesterday that I got the news.	Det var inte förrän i går som jag nåddes av nyheterna.
My brother helps me with my homework sometimes.	Min bror hjälper mig med läxorna ibland.
My house is ten minutes' walk from the station.	Mitt hus ligger tio minuters gångväg från stationen.
She can speak not only English but also French.	Hon kan inte bara tala engelska, utan också franska.
She could not keep her daughter from going out.	Hon kunde inte hindra sin dotter från att gå ut.
She paints every day no matter how busy she is.	Hon målar varje dag, oavsett hur mycket hon har att göra.
She's curious to find out who sent the flowers.	Hon är nyfiken på att få reda på vem det var som skickade blommorna.
Someone must have taken my umbrella by mistake.	Någon måste ha tagit mitt paraply av misstag.
The basketball team doesn't practice on Monday.	Basketlaget tränar inte på måndagar.
The children ate chocolate pudding for dessert.	Barnen åt chokladpudding till efterrätt.
The coffee was so hot that I couldn't drink it.	Kaffet var så varmt så jag inte kunde dricka det.
The patient's injuries aren't life-threatening.	Patientens skador är inte livshotande.
The recent advances in medicine are remarkable.	De senaste medicinska framgångarna är anmärkningsvärda.
There are no food stores in the immediate area.	Det finns inga matbutiker i närheten.
There aren't that many synagogues in this city.	Det finns inte så många synagogor i den här stan.
There is no regular boat service to the island.	Det finns ingen reguljär båttrafik till ön.
They sell various kinds of goods at that store.	De säljer diverse varor på den affären.
They sell various kinds of goods at that store.	De säljer diverse varor i den affären.
Tom accidentally broke his favorite coffee mug.	Tom råkade ta sönder sin favoritkopp.
Tom and Mary looked at each other with concern.	Tom och Mary tittade bekymrat på varandra.
Tom doesn't doubt Mary's ability to do the job.	Tom tvivlar inte på Marys förmåga att utföra jobbet.
Tom goes for a walk every morning with his dog.	Tom går på en promenad varje morgon med sin hund.
Tom made me promise not to say anything to you.	Tom fick mig att lova att inte säga någonting till dig.
Tom said that he thought Mary knew how to weld.	Tom sa att han trodde att Mary kunde svetsa.
Tom wanted me to play chess with him, so I did.	Tom ville att jag skulle spela schack med honom, så det gjorde jag.
Two-thirds of the students came to the meeting.	Två tredjedelar av eleverna kom till mötet.
We haven't yet decided where we'll go tomorrow.	Vi har inte bestämt ännu vart vi ska åka imorgon.
We use chopsticks in place of knives and forks.	Vi använder ätpinnar istället för kniv och gaffel.
When it comes to tennis, she is second to none.	När det gäller tennis är hon överlägsen.
Why don't you apply for the job of interpreter?	Varför inte ansöka om jobbet som tolk?
Women feel that men are often very complicated.	Kvinnor känner att män ofta är väldigt komplicerade.
You need good equipment to climb that mountain.	Du behöver en bra utrustning för att klättra upp för det där berget.
You should've rejected such an unfair proposal.	Du borde ha avvisat ett sådant orättvist förslag.
An old man was resting in the shade of the tree.	En gammal man vilade sig i skuggan av trädet.
By the way, how many of you are keeping a diary?	Förresten, hur många av er för dagbok?
Could you please tell me your height and weight?	Kan du snälla säga hur lång du är och din vikt?
Don't be offended. Tom's that way with everyone.	Bli inte sårad. Tom är så där med alla.
Don't be offended. Tom's that way with everyone.	Bli inte stött. Tom är så där med alla.
For the time being, I intend to stay at a hotel.	Jag planerar att bo på hotell tills vidare.
He composed a funeral march for his own funeral.	Han komponerade en begravningsmarsch till sin egen begravning.
He had difficulty in hearing and could not walk.	Han hörde illa och kunde inte gå.
He had to leave the city, so he moved to Berlin.	Han var tvungen att lämna staden, så han flyttade till Berlin.
He thought it would be wise to accept the offer.	Han tänkte att det skulle vara vettigt att acceptera erbjudandet.
He translated Homer from the Greek into English.	Han översatte Homeros från grekiska till engelska.
He works as a teacher, but actually he is a spy.	Han arbetar som lärare, men egentligen är han spion.
I can't stand the thought of losing you forever.	Jag står inte ut med tanken på att förlora dig för evigt.
I don't feel well. Please give me some medicine.	Jag mår inte bra. Snälla ge mig lite medicin.
I don't understand why people believe in ghosts.	Jag förstår inte varför folk tror på spöken.
I received a letter informing me of his arrival.	Jag fick ett brev som underrättade mig om hans ankomst.
I took it for granted that you were on our side.	Jag tog för givet att du var på vår sida.
I want to eat some Korean food that isn't spicy.	Jag vill äta koreansk mat som inte är kryddstark.
I was told that you know Tom's telephone number.	Jag fick veta att du kände till Toms telefonnummer.
I'd rather not talk about it, if you don't mind.	Du får ursäkta, men jag vill helst inte prata om det.
If you don't study harder, you'll fail for sure.	Om du inte studerar mer så kommer du helt säkert att misslyckas.
It was not in his nature to speak ill of others.	Det låg inte i hans natur att tala illa om andra.
It was not until then that he learned the truth.	Inte förrän då fick han reda på sanningen.
Maybe Tom was the one who stole Mary's necklace.	Det kanske var Tom som stal Marys halsband.
More and more students are joining the protests.	Fler och fler studenter ansluter sig till protesterna.
My father insisted on our waiting for the train.	Min pappa insisterade på att vi skulle vänta på tåget.
My father insisted on our waiting for the train.	Min far insisterade på att vi skulle vänta på tåget.
My father is, so to speak, a walking dictionary.	Min far är så att säga en vandrande ordbok.
No doubt she loves him, but she won't marry him.	Det råder ingen tvekan om att hon älskar honom, men hon vill inte gifta sig med honom.
One for all, and all for one, this is our motto.	En för alla och alla för en, det är vårt motto.
Perhaps you even know more about this than I do.	Du kanske rent av vet mer om det här än vad jag gör.
She was ashamed of herself for her carelessness.	Hon skämdes för sin obetänksamhet.
That blonde girl with curly hair is from Sweden.	Den där blonda tjejen med lockigt hår är från Sverige.
That was the first time I had ever driven a car.	Det var första gången någonsin jag körde bil.
The Thames is a river that flows through London.	Themsen är en flod som flyter genom London.
The doctor advised my father to give up smoking.	Läkaren rådde min pappa att sluta röka.
The dog was busy burying his bone in the garden.	Hunden var upptagen med att gräva ner sitt ben i trädgården.
The explorers discovered a skeleton in the cave.	Utforskarna upptäckte ett skelett i grottan.
The last day to apply is the day after tomorrow.	Sista ansökningsdag är i övermorgon.
The two men sitting on the bench were Americans.	De två männen som satt på bänken var amerikaner.
The wind was so strong that the windows rattled.	Vinden var så kraftig att fönstren skallrade.
There are many Americans who can speak Japanese.	Det finns många amerikaner som kan tala japanska.
They haven't fixed a date for their wedding yet.	De har ännu inte fastlagt datumet för sitt bröllop.
They started to sell a new type of car in Tokyo.	De började sälja en ny typ av bil i Tokyo.
This is the most beautiful flower in the garden.	Det här är den vackraste blomman i trädgården.
Tom always carries a map and compass in his bag.	Tom bär alltid en karta och kompass i sin väska.
Tom and Mary are watching TV in the living room.	Tom och Mary tittar på teve i vardagsrummet.
Tom doesn't even know how to start a lawn mower.	Tom vet inte ens hur man startar en gräsklippare.
Tom swerved off the road to avoid hitting a dog.	Tom körde av vägen när han väjde för en hund.
Tom took off his coat and threw it on the floor.	Tom tog av sig rocken och kastade den på golvet.
Tom used to smoke two packs of cigarettes a day.	Tom brukade röka två paket cigaretter varje dag.
We never got a clear explanation of the mystery.	Vi fick aldrig någon tydlig förklaring på mysteriet.
What about you? Will you have orange juice, too?	Du då? Vill du också ha apelsinjuice?
What about you? Will you have orange juice, too?	Du då? Vill du också ha apelsinjos?
What makes you think that Tom likes heavy metal?	Vad får dig att tro att Tom gillar heavy metal?
What's the difference between jam and marmalade?	Vad är skillnaden mellan sylt och marmelad?
When I grow up, I'm going to get married to Tom.	När jag blir stor ska jag gifta mig med Tom.
You are not going to make it in time for school.	Du hinner inte i tid till skolan.
You should tell your mother as soon as possible.	Du borde säga det till din mamma så snart som möjligt.
You will soon get accustomed to your new school.	Du vänjer dig snart vid din nya skola.
A teaspoon of ground cinnamon is about two grams.	En tesked malen kanel är ungefär två gram.
According to the newspaper, he committed suicide.	Enligt tidningen begick han självmord.
Anything that is too stupid to be spoken is sung.	Allt som är för dumt för att sägas sjungs.
Don't you know that he passed away two years ago?	Vet du inte att han gick bort för två år sedan?
Everyone says that he looks just like his father.	Alla säger att han ser ut precis som sin far.
Excuse me, can you lower your voice a little bit?	Ursäkta, kan du sänka rösten lite?
Forests cover around 9.4% of the earth's surface.	Ungefär 9,4% av jordens yta är täckt av skog.
Get a move on kids or you'll miss the school bus.	Snabba er, ungar, annars missar ni skolbussen.
He contracted malaria while living in the jungle.	Han ådrog sig malaria när han bodde i djungeln.
He got up early so he'd be in time for the train.	Han gick upp tidigt för att han skulle komma i tid till tåget.
He returned home after being away for ten months.	Han återvände hem efter att ha varit borta under tio månader.
He said that he was going home the following day.	Han sade att han skulle hem nästkommande dag.
He tried to make his wife happy, but he couldn't.	Han försökte att göra sin fru lycklig, men han kunde inte.
He was interested in the mysteries of the Orient.	Han var intresserad av Orientens mysterium.
How did Tom get Mary to go to the dance with him?	Hur fick Tom Mary till att dansa med honom?
How many Christmas cards did you write last year?	Hur många julkort skrev du förra året?
I always drink two cups of coffee in the morning.	Jag dricker alltid två koppar kaffe varje morgon.
I can't remember exactly what I'm supposed to do.	Jag minns inte exakt vad jag ska göra.
I didn't know Tom didn't have a driver's license.	Jag visste inte att Tom inte har ett körkort.
I have a friend whose father is a famous pianist.	Jag har en vän vars far är en känd pianist.
I held on to the rope tightly so I wouldn't fall.	Jag höll i repet hårt så att jag inte skulle falla.
I held on to the rope tightly so I wouldn't fall.	Jag höll hårt i repet så att jag inte skulle falla.
I put ten thousand yen into the bank every month.	Jag sätter in tiotusen yen varje månad.
I put ten thousand yen into the bank every month.	Jag sätter in tiotusen yen på banken varje månad.
I want a boat that'll take me far away from here.	Jag vill ha en båt som kan ta mig långt härifrån.
